Date,BBCA.JK,TLKM.JK
2020-06-02,4515.4970703125,2381.025146484375
2020-06-03,4869.32373046875,2410.329833984375
2020-06-04,4877.74755859375,2417.65625
2020-06-05,4822.98828125,2366.372802734375
2020-06-08,4970.41552734375,2366.372802734375
2020-06-09,4890.3837890625,2300.4365234375
2020-06-10,4886.17138671875,2278.457763671875
2020-06-11,4785.07861328125,2256.479248046875
2020-06-12,4776.65380859375,2219.847900390625
2020-06-15,4633.4384765625,2263.805419921875
2020-06-16,4852.47314453125,2344.3935546875
2020-06-17,4818.7763671875,2351.72021484375
2020-06-18,4705.0458984375,2403.003662109375
2020-06-19,4696.62255859375,2403.003662109375
2020-06-22,4667.13623046875,2344.3935546875
2020-06-23,4734.53173828125,2293.110107421875
2020-06-24,4806.13916015625,2329.7412109375
2020-06-25,4822.98828125,2315.0888671875
2020-06-26,4755.5927734375,2337.06787109375
2020-06-29,4780.8662109375,2329.7412109375
2020-06-30,4797.71484375,2348.27197265625
2020-07-01,4886.17138671875,2340.57275390625
2020-07-02,4945.14208984375,2417.5654296875
2020-07-03,4945.14208984375,2402.1669921875
2020-07-06,4999.90185546875,2348.27197265625
2020-07-07,5046.23681640625,2402.1669921875
2020-07-08,5223.14892578125,2425.264404296875
2020-07-09,5138.9052734375,2394.4677734375
2020-07-10,5223.14892578125,2394.4677734375
2020-07-13,5202.08740234375,2379.069091796875
2020-07-14,5223.14892578125,2371.369873046875
2020-07-15,5181.0263671875,2379.069091796875
2020-07-16,5206.30078125,2386.768310546875
2020-07-17,5155.75341796875,2355.97119140625
2020-07-20,5172.60302734375,2355.97119140625
2020-07-21,5223.14892578125,2355.97119140625
2020-07-22,5206.30078125,2363.67041015625
2020-07-23,5223.14892578125,2363.67041015625
2020-07-24,5138.9052734375,2325.174560546875
2020-07-27,5138.9052734375,2340.57275390625
2020-07-28,5210.5126953125,2325.174560546875
2020-07-29,5168.3896484375,2309.77587890625
2020-07-30,5256.84765625,2348.27197265625
2020-08-03,5164.17822265625,2248.181884765625
2020-08-04,5231.57373046875,2271.279541015625
2020-08-05,5227.36181640625,2325.174560546875
2020-08-06,5273.6953125,2325.174560546875
2020-08-07,5206.30078125,2294.377197265625
2020-08-10,5155.75341796875,2286.677978515625
2020-08-11,5202.08740234375,2255.881103515625
2020-08-12,5273.6953125,2271.279541015625
2020-08-13,5307.3935546875,2317.47509765625
2020-08-14,5395.85009765625,2332.87353515625
2020-08-18,5357.939453125,2348.27197265625
2020-08-19,5332.66552734375,2309.77587890625
2020-08-24,5320.02978515625,2309.77587890625
2020-08-25,5362.15185546875,2294.377197265625
2020-08-26,5341.09033203125,2325.174560546875
2020-08-27,5560.12646484375,2302.07666015625
2020-08-28,5471.669921875,2278.97900390625
2020-08-31,5286.33154296875,2201.986328125
2020-09-01,5492.73095703125,2232.783203125
2020-09-02,5421.12353515625,2271.279541015625
2020-09-03,5475.8818359375,2232.783203125
2020-09-04,5374.7890625,2201.986328125
2020-09-07,5294.755859375,2232.783203125
2020-09-08,5336.87939453125,2201.986328125
2020-09-09,5261.05859375,2155.79052734375
2020-09-10,4894.595703125,2078.798095703125
2020-09-11,4974.62939453125,2163.489990234375
2020-09-14,5096.78271484375,2225.083984375
2020-09-15,4936.71875,2178.888671875
2020-09-16,4844.05029296875,2148.09130859375
2020-09-17,4848.26123046875,2171.189208984375
2020-09-18,4742.95556640625,2225.083984375
2020-09-21,4721.89453125,2163.489990234375
2020-09-22,4591.31640625,2140.39208984375
2020-09-23,4637.65087890625,2155.79052734375
2020-09-24,4587.1044921875,2101.89599609375
2020-09-25,4726.10791015625,2071.098876953125
2020-09-28,4646.076171875,2048.001220703125
2020-09-29,4637.65087890625,2024.9034423828125
2020-09-30,4566.04296875,1971.0084228515625
2020-10-01,4692.40966796875,2117.29443359375
2020-10-02,4637.65087890625,2063.399658203125
