Depth,Iteration,Energy
1,25,1.2866800517001362
1,50,1.276847590582456
1,75,1.2768179253869179
1,100,1.2768172690521067
1,125,1.2768165346361617
2,25,1.2799872983355693
2,50,1.2799798039529644
2,75,1.279976303949623
2,100,1.2799782799053991
