Date,BBCA.JK,TLKM.JK
2022-02-23,6920.7099609375,3518.05126953125
2022-02-24,6877.72412109375,3429.089111328125
2022-02-25,6920.7099609375,3509.9638671875
2022-03-01,6920.7099609375,3518.05126953125
2022-03-02,6856.2314453125,3469.5263671875
2022-03-04,6791.75341796875,3558.48828125
2022-03-07,6619.8095703125,3647.45068359375
2022-03-08,6576.82373046875,3736.412841796875
2022-03-09,6748.767578125,3590.838623046875
2022-03-10,6813.24609375,3566.576171875
2022-03-11,6834.7392578125,3712.15087890625
2022-03-14,6942.20361328125,3704.0634765625
2022-03-15,7006.681640625,3736.412841796875
2022-03-16,7049.66748046875,3744.50048828125
2022-03-17,6877.72412109375,3623.188720703125
2022-03-18,6791.75341796875,3671.71337890625
2022-03-21,6791.75341796875,3679.80078125
2022-03-22,6813.24609375,3679.80078125
2022-03-23,6791.75341796875,3679.80078125
2022-03-24,6813.24609375,3687.88818359375
2022-03-25,6834.7392578125,3655.538330078125
2022-03-28,6895.8408203125,3720.238525390625
2022-03-29,6852.1962890625,3687.88818359375
2022-03-30,6874.01904296875,3704.0634765625
2022-03-31,6961.30810546875,3704.0634765625
2022-04-01,6917.66357421875,3704.0634765625
2022-04-04,6895.8408203125,3671.71337890625
2022-04-05,6895.8408203125,3655.538330078125
2022-04-06,6764.9072265625,3582.7509765625
2022-04-07,6764.9072265625,3671.71337890625
2022-04-08,6852.1962890625,3704.0634765625
2022-04-11,6743.08544921875,3712.15087890625
2022-04-12,6808.5517578125,3744.50048828125
2022-04-13,6808.5517578125,3793.025634765625
2022-04-14,6721.2626953125,3784.938232421875
2022-04-18,6721.2626953125,3809.200439453125
2022-04-19,6655.79638671875,3784.938232421875
2022-04-20,6677.61865234375,3744.50048828125
2022-04-21,6917.66357421875,3736.412841796875
2022-04-22,6874.01904296875,3736.412841796875
2022-04-25,6983.13037109375,3809.200439453125
2022-04-26,7092.24169921875,3849.637451171875
2022-04-27,7157.70849609375,3857.725341796875
2022-04-28,7092.24169921875,3736.412841796875
2022-05-09,6633.9736328125,3485.701416015625
2022-05-10,6568.50732421875,3509.9638671875
2022-05-11,6677.61865234375,3501.87646484375
2022-05-12,6350.28369140625,3477.614013671875
2022-05-13,6393.9287109375,3445.26416015625
2022-05-17,6459.3955078125,3380.564208984375
2022-05-18,6612.1513671875,3437.1767578125
2022-05-19,6503.04052734375,3404.82666015625
2022-05-20,6459.3955078125,3372.476806640625
2022-05-23,6437.57275390625,3323.951904296875
2022-05-24,6415.7509765625,3356.3017578125
2022-05-25,6437.57275390625,3396.739501953125
2022-05-27,6612.1513671875,3477.614013671875
2022-05-30,6612.1513671875,3437.1767578125
2022-05-31,6764.9072265625,3485.701416015625
2022-06-02,6612.1513671875,3469.5263671875
2022-06-03,6633.9736328125,3485.701416015625
2022-06-06,6503.04052734375,3509.9638671875
2022-06-07,6437.57275390625,3437.1767578125
2022-06-08,6633.9736328125,3437.147705078125
2022-06-09,6546.68408203125,3395.231201171875
2022-06-10,6415.7509765625,3370.081298828125
2022-06-13,6415.7509765625,3420.381103515625
2022-06-14,6459.3955078125,3445.531005859375
2022-06-15,6393.9287109375,3403.614501953125
2022-06-16,6612.1513671875,3386.847900390625
2022-06-17,6546.68408203125,3453.914306640625
2022-06-20,6655.79638671875,3386.847900390625
2022-06-21,6677.61865234375,3445.531005859375
2022-06-22,6546.68408203125,3395.231201171875
